Official (scientific) name,Common name
Gonioctena viminalis,
Goodenia ovata,
Goodyera pubescens,
Gopherus polyphemus,
Gordonia bronchialis (strain ATCC 25592 / DSM 43247 / BCRC 13721 / JCM 3198 / KCTC 3076 / NBRC 16047 / NCTC 10667),
Gorilla gorilla beringei,
Gorsachius goisagi,
Gorilla gorilla gorilla,
Gordonia lasianthus,
Gorsachius magnificus,
Gorsachius melanolophus,
Gordonia malaquae,
Gordonia polyisoprenivorans (strain DSM 44266 / VH2),
Gordonia rubripertincta,
Gordonia sp. (strain TY-5),
Gorgonia ventalina,
Gossypium aridum,
Gossypium arboreum,
Gossypium barbadense,
Gossypium darwinii,
Gossypium davidsonii,
Gossypium gossypioides,
Gossypium herbaceum,
Gossypium hirsutum,
Gossypium raimondii,
Gossypium sturtianum,
Gossypium thurberi,
Gossypium tomentosum,
Gottschalkia acidurici (strain ATCC 7906 / DSM 604 / BCRC 14475 / CIP 104303 / KCTC 5404 / NCIMB 10678 / 9a),
Gottschalkia purinilytica,
Goura cristata,
Goura victoria,
Gowidon longirostris,
Gracilinanus aceramarcae,
Gracilinanus agilis,
Grandisonia alternans,
Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1),
Gratiola brevifolia,
Gracilaria bursa-pastoris,
Grahamia bracteata,
Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1),
Graphocephala coccinea,
Grammomys dolichurus,
Graomys domorum,
Graptacme eborea,
Gracilinanus emiliae,
Gracilaria gracilis,
Graptemys geographica,
Graomys griseoflavus,
Grampus griseus,
Grammostola iheringi,
Graphiurus kelleni,
Gracilariopsis lemaneiformis,
Graphiurus lorraineus,
Granata lyrata,
Grammomys macmillani,
Graphiurus microtis,
Gracilinanus microtarsus,
Granulicella mallensis (strain ATCC BAA-1857 / DSM 23137 / MP5ACTX8),
Grapholita molesta,
Grania maricola,
Graphiurus murinus,
Gratiola neglecta,
Graminella nigrifrons,
Gracililima nyassae,
Graphiurus ocularis,
Grayia ornata,
Grammostola pulchra,
Graphoderus perplexus,
Gratiola pilosa,
Graphiurus platyops,
Grammostola porteri,
Grammia parthenice,
Grania pusilla,
Grallaria ridgelyi,
Grammostola rosea,
Graphosoma rubrolineatum,
Grammatophyllum speciosum,
Grayia spinosa,
Gradungula sorenseni,
Grammomys surdaster,
Grammistes sexlineatus,
Gracilaria tenuistipitata,
Gracilaria tikvahiae,
Gracilaria tenuistipitata var. liui,
Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9),
Graecoanatolica vegorriticola,
Grammia virguncula,
Gratiola virginiana,
Grammia virgo,
Grammia williamsii,
Greta annette,
Grevillea aquifolium,
Grewia bicolor,
Grevillea caleyi,
Grewia flavescens,
Gregarina niphandrodes,
Greya obscura,
Greta oto,
Greta polissena,
Gregarina polymorpha,
Greyia radlkoferi,
Greenmaniella resinosa,
Grevillea robusta,
Grevillea repens,
Grewia villosa,
Grimontia hollisae,
Griffinia hyacinthina,
Griffithsia japonica,
Griffithsia monilis,
Griffithsia pacifica,
Grimothea quadrispina,
Griffonia simplicifolia,
Griffithsia sp. (strain Q66D336),
Grosmannia clavigera (strain kw1407 / UAMH 11150),
Gromphadorhina laevigata,
Gromia oviformis,
Gromphadorhina portentosa,
Grona styracifolia,
Grus americana,
Grus grus,
Grus japonensis,
Grus monacha,
Grus nigricollis,
Gryllus assimilis,
Gryllus bimaculatus,
Gryllus firmus,
Gryllotalpa orientalis,
Gryllus pennsylvanicus,
Gryllotalpa pluvialis,
Gryllus rubens,
Gryllotalpa unispina,
Guatteria aeruginosa,
Guarianthe aurantiaca,
Guatteria dumetorum,
Guaruba guarouba,
Guarianthe patinii,
Guardiola tulocarpus,
Gudusia chapra,
Guettarda speciosa,
Guilandina bonduc,
Guira guira,
Gulbenkiania mobilis,
Gunnarea capensis,
Gunnera chilensis,
Guttera pucherani,
Gymnodraco acuticeps,
Gymnophaps albertisii,
Gymnanthemum amygdalinum,
Gymnogyps californianus,
Gymnocladus chinensis,
Gymnadenia conopsea,
Gymnorhinus cyanocephalus,
Gymnocladus dioicus,
Gymnothorax flavimarginatus,
Gymnopus fusipes,
Gymnogeophagus gymnogenys,
Gymnopilus junonius,
Gymnothorax kidako,
Gymnobelideus leadbeateri,
Gymnophthalmus leucomystax,
Gymnomystax mexicanus,
Gymnothorax moringa,
Gymnanthemum mespilifolium,
Gymnopis multiplicata,
Gymnadenia odoratissima,
Gymnura poecilura,
Gymnocypris przewalskii,
Gymnochlora stellata,
Gymnorhina tibicen,
Gymnosarda unicolor,
Gymnothorax unicolor,
Gynaikothrips ficorum,
Gyna lurida,
Gypaetus barbatus,
Gyps bengalensis,
Gyps coprotheres,
Gyptis propinqua,
Gyps rueppelli,
Gypsophila vaccaria,
Gyrinus minutus,
Habronattus amicus,
Habronattus altanus,
Habronattus americanus,
Habronattus decorus,
Habromys ixtlani,
Habromys lepturus,
Habromys lophurus,
Habronattus oregonensis,
Habronattus pugillis,
Habenaria repens,
Habia rubica,
Habronattus signatus,
Habromys simulatus,
Hablitzia tamnoides,
Habronattus ustulatus,
Habronattus viridipes,
Hadrurus arizonensis,
Hadronyche cerberea,
Hadronyche formidabilis,
Hadronyche infensa,
Hadronyche modesta,
Hadronyche valida,
Hadronyche versuta,
Hadronyche venenata,
Hadarchaeum yellowstonense,
Haemophilus aegyptius,
Haematopus bachmani,
Haemorhous cassinii,
Haemoproteus columbae,
Haemaphysalis concinna,
Haemonchus contortus,
Haemophilus ducreyi,
Haemophilus ducreyi (strain 35000HP / ATCC 700724),
Haemulon flavolineatum,
Haementeria ghilianii,
Haemophilus haemolyticus,
Haemophilus influenzae (strain 10810),
Haemophilus influenzae (strain R2846 / 12),
Haemophilus influenzae (strain NTHi 3655),
Haemophilus influenzae (strain R2866),
Haemophilus influenzae (strain 86-028NP),
Haemophilus influenzae (strain PittEE),
Haemophilus influenzae,
Haemophilus influenzae (strain PittGG),
Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),
Haematobia irritans,
Haematobia irritans exigua,
Haemoproteus kopki,
Haematococcus lacustris,
Haemaphysalis longicornis,
Haemopis marmorata,
Haemorhous mexicanus,
Haemoproteus majoris,
Haementeria officinalis,
Haematopus ostralegus,
Haemophilus parainfluenzae (strain T3T1),
Haemophilus parainfluenzae,
Haemonchus placei,
Haemophilus parahaemolyticus,
Haematopus palliatus,
Haemorhous purpureus,
Haemoproteus ptyodactylii,
Haematopota pluvialis,
Haemulon sciurus,
Haemadipsa sylvestris,
Haemoproteus sylvae,
Hafnia alvei,
Hahella chejuensis (strain KCTC 2396),
Halalkalibacter akibai (strain ATCC 43226 / DSM 21942 / CIP 109018 / JCM 9157 / 1139),
Halobacillus andaensis,
Halobacillus aidingensis,
Halomonas anticariensis (strain DSM 16096 / CECT 5854 / LMG 22089 / FP35),
Haliotis asinina,
Haliaeetus albicilla,
Halorussus amylolyticus,
Haliclystus antarcticus,
Haloarcula argentinensis,
Halobacterium sp. (strain AS7092),
Halocynthia aurantium,
Halichondria bowerbanki,
Halogeometricum borinquense (strain ATCC 700274 / DSM 11551 / JCM 10706 / KCTC 4070 / PR3),
Halosydna brevisetosa,
Halobaena caerulea,
Haliclona caerulea,
Halcurias carlgreni,
Halichoeres chrysus,
Halesia carolina,
Halcyon coromanda,
Haliotis corrugata,
Haliotis cracherodii,
Halobacillus dabanensis,
Halobatrachus didactylus,
Haliotis discus hannai,
Halococcus dombrowskii,
Halesia diptera,
Halomonhystera disjuncta,
Halisarca dujardinii,
Halomonas elongata (strain ATCC 33173 / DSM 2581 / NBRC 15536 / NCIMB 2198 / 1H9),
Halomonas elongata,
Haloferax elongans,
Halomonas eurihalina,
Halophilic eubacterium NRCC 41227,
Halorubrum ezzemoulense,
Haludaria fasciata,
Haliotis fulgens,
Halicampus grayi,
Haloferax gibbonsii,
Haloferax gibbonsii (strain ATCC 33959 / DSM 4427 / JCM 8863 / NBRC 102184 / NCIMB 2188 / Ma 2.38),
Halteria grandinella,
Halichoeres garnoti,
Halichoerus grypus,
Haliscomenobacter hydrossis (strain ATCC 27775 / DSM 1100 / LMG 10767 / O),
Halomonas halodenitrificans (strain ATCC 12084 / NCIMB 8669),
Halobacillus halophilus (strain ATCC 35676 / DSM 2266 / JCM 20832 / KCTC 3685 / LMG 17431 / NBRC 102448 / NCIMB 2269),
Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),
Halorhodospira halophila,
Halobacteroides halobius (strain ATCC 35273 / DSM 5150 / MD-1),
Halomonas halodenitrificans,
Halobiforma haloterrestris,
Halanaerobium hydrogeniformans,
Haloarcula hispanica,
Halorhodospira halophila (strain DSM 244 / SL1),
Halobacterium halobium (strain mex),
Halobacillus halophilus,
Halobacterium halobium (strain port),
Halorhodospira halochloris,
Halobacterium halobium (strain shark),
Haloarcula hispanica (strain ATCC 33960 / DSM 4426 / JCM 8911 / NBRC 102182 / NCIMB 2187 / VKM B-1755),
Halyomorpha halys,
Haliastur indus,
Haliotis iris,
Halichondria japonica,
Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3),
Halargyreus johnsonii,
Haloarcula japonica,
Haloarcula japonica (strain ATCC 49778 / DSM 6131 / JCM 7785 / NBRC 101032 / NCIMB 13157 / TR-1),
Haliotis kamtschatkana,
Haloferax lucentense (strain DSM 14919 / JCM 9276 / NCIMB 13854 / Aa 2.2),
Haliotis laevigata,
Halleria lucida,
Haliaeetus leucocephalus,
Halictus ligatus,
Haloferax larsenii,
Halobiforma lacisalsi,
Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34),
Haliaeetus leucoryphus,
Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809),
Halichoeres maculipinna,
Halomicrobium mukohataei (strain ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541),
Haloferax mediterranei,
Haliotis madaka,
Halcyon malimbica,
Halococcus morrhuae,
Halobacteriovorax marinus (strain ATCC BAA-682 / DSM 15412 / SJ),
Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4),
Halothiobacillus neapolitanus (strain ATCC 23641 / c2),
Halothiobacillus neapolitanus,
Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2),
Haliclona oculata,
Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562),
Halichondria okadai,
Halothece sp. (strain PCC 7418),
Halichondria panicea,
Halostella pelagica,
Halogeometricum pallidum,
Haliaeetus pelagicus,
Halanaerobium praevalens (strain ATCC 33744 / DSM 2228 / GSL),
Halomitra pileus,
Halcyon pileata,
Halocynthia papillosa,
Halanaerobium praevalens,
Haloferax prahovense (strain DSM 18310 / JCM 13924 / TL6),
Haladaptatus paucihalophilus,
Haliotis roei,
Halictus rubicundus,
Halocynthia roretzi,
Halocaridina rubra,
Haliotis rufescens,
Halovivax ruber (strain DSM 18193 / JCM 13892 / XH-70),
Haloferax sp. (strain Q22),
Halobacterium sp. (strain aus-2),
Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1),
Haloterrigena sp. (strain arg-4),
Haloarchaeon S8a,
Halobacterium salinarum (strain ATCC 33171 / DSM 3754 / JCM 8978 / NBRC 102687 / NCIMB 764 / 91-R6),
Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1),
Haloferax sp.,
Haloarcula sp.,
Halorubrum sodomense,
Halochromatium salexigens,
Halocynthia spinosa,
Haloredivivus sp. (strain G17),
Haloplanus natans (strain DSM 17983 / JCM 14081 / CGMCC 1.8972 / RE-101),
Halobacterium salinarum,
Halobacterium sp. (strain GN101),
Haliotis sorenseni,
Halobacterium sp.,
Haloarcula sp. (strain arg-2 / Andes heights),
Halobacterium sp. (strain SG1),
Halictus sexcinctus,
Halomonas sp.,
Halysidota tessellaris,
Halichoeres trimaculatus,
Haliotis tuberculata,
Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / JCM 9101 / NCIMB 13204 / VKM B-1734 / 4k),
Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),
Haloarcula vallismortis,
Haliaeetus vocifer,
Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2),
Haloferax volcanii,
Haliotis varia,
Halorubrum vacuolatum,
Haliotis walallensis,
Haloquadratum walsbyi (strain DSM 16854 / JCM 12705 / C23),
Haloquadratum walsbyi (strain DSM 16790 / HBSQ001),
Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6),
Halomonas zhaodongensis,
Hampea appendiculata,
Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT),
Hamadryas epinome,
Hammondia hammondi,
Hammondia heydorni,
Hamamelis japonica,
Hamamelis mollis,
Hantaan virus (strain B-1),
Hantaan virus (strain Hojo),
Hantaan virus (strain Lee),
Hantaan virus (strain 76-118),
Hannoa undulata,
Handelsmanbacteria sp. (strain RIFCSPLOWO2_12_FULL_64_10),
Hapalemur aureus,
Haploplasma axanthum,
Haplochromis burtoni,
Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137),
Hapsidospora chrysogena,
Hapalogaster dentata,
Haplonycteris fischeri,
Hapalemur griseus,
Haptolina hirta,
Haplomitrium hookeri,
Hapsidospora irregularis,
Haploa lecontei,
Hapalochlaena maculosa,
Hapalogaster mertensii,
Haplophryne mollis,
Haplochromis nubilus,
Haplochromis xenognathus,
Harpalus affinis,
Harpagifer antarcticus,
Harpactes ardens,
Harmonia axyridis,
Haritalodes derogata,
Harpactes diardii,
Harpactes erythrocephalus,
Harpiocephalus harpia,
Harpalus herbivagus,
Harmothoe imbricata,
Harengula jaguana,
Harpadon microchir,
Harpiocephalus mordax,
Harpadon nehereus,
Harmonia quadripunctata,
Harriotta raleighana,
Harpalus rufipes,
Harpegnathos saltator,
Harpyionycteris whiteheadi,
Hasora anura,
Hasora chromus,
Hastula hectica,
Hasemania nana,
Haslea ostrearia,
Hasora vitta,
Hathewaya histolytica,
Hathewaya limosa,
Hazenia basiliensis,
Hazara virus (isolate JC280),
Hebeloma cylindrosporum,
Hebomoia glaucippe,
Hedera algeriensis,
Hedwigia ciliata,
Hedychium coronarium,
Hedychium flavescens,
Hedychium gardnerianum,
Hedera helix,
Hediste japonica,
Heimdallarchaeota archaeon (strain B3-JM-08),
Heimyscus fumosus,
Heimdallarchaeota archaeon (strain LC_2),
Heisteria parvifolia,
Helenium autumnale,
Heliotropium arborescens,
Helicobacter acinonychis,
Helicops angulatus,
Helicobacter acinonychis (strain Sheeba),
Heliocheilus albipunctella,
Helicoverpa armigera,
Helianthus annuus,
Heliophobius argenteocinereus,
Heliofungia actiniformis,
Helicoverpa assulta,
Heliothryx barroti,
Helicobacter bizzozeronii (strain CIII-1),
Heligmosomoides bakeri,
Helenium bigelovii,
Helicobacter bizzozeronii,
Helonias bullata,
Helicobacter cetorum (strain ATCC BAA-429 / MIT 00-7128),
Heliconius charithonia,
Heliobacterium chlorum,
Helicobacter cetorum (strain ATCC BAA-540 / MIT 99-5656),
Helicobacter cinaedi (strain PAGU611),
Heliocidaris crassispina,
Heliconius cydno,
Helicolenus dactylopterus,
Helianthus debilis,
Helianthus divaricatus,
Heliconius erato,
Heliconius eleuchia,
Heliocidaris erythrogramma,
Helicobacter felis (strain ATCC 49179 / NCTC 12436 / CS1),
Helicobacter felis,
Helichrysum foetidum,
Heliomaster furcifer,
Heliomicrobium gestii,
Helicoverpa gelotopoeon,
Hellenia globosa,
Helianthus grosseserratus,
Heliothrips haemorrhoidalis,
Helleia helle,
Heliconius hecale,
Helicobacter heilmannii,
Helogale hirtula,
Helicolenus hilgendorfi,
Heloderma horridum horridum,
Helicobacter hepaticus (strain ATCC 51449 / 3B1),
Heloderma horridum,
Helicobacter hepaticus,
Heliothis peltigera,
Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198),
Helarctos malayanus,
Heliconius melpomene,
Heliobacterium modesticaldum (strain ATCC 51547 / Ice1),
Heliobacterium mobile,
Helicobacter mustelae,
Helianthus maximiliani,
Heliconius numata,
Heliamphora nutans,
Helicobacter pylori (strain 51),
Helicobacter pylori (strain P12),
Helicobacter pylori (strain B8),
Helicobacter pylori (strain Gambia94/24),
Helicobacter pylori (strain 52),
Helicobacter pylori (strain India7),
Helicobacter pylori (strain B128),
Helicobacter pylori (strain 908),
Helogale parvula,
Helicobacter pylori (strain B38),
Helicobacter pylori (strain Cuz20),
Helianthus petiolaris,
Helicobacter pylori (strain 35A),
Helicobacter pylori (strain G27),
Helicobacter pylori (strain HPAG1),
Helicobacter pylori (strain F16),
Helicobacter pylori (strain J99 / ATCC 700824),
Helicobacter pylori (strain F30),
Helicobacter pylori (strain F32),
Helicobacter pylori (strain SJM180),
Helicoverpa punctigera,
Helix pomatia,
Helicobacter pylori (strain PeCan4),
Helicobacter pylori (strain F57),
Helicobacter pylori (strain Lithuania75),
Helicobacter pylori (strain Shi470),
Helicobacter pylori (strain Sat464),
Helleborus purpurascens,
Helicobacter pylori (strain v225d),
Helicobacter pylori (strain SouthAfrica7),
Helicobacter pylori,
Helicobacter pylori (strain ATCC 700392 / 26695),
Heligmosomoides polygyrus,
Heleophryne regis,
Helobdella robusta,
Heliconia rostrata,
Heliosciurus ruwenzorii,
Heliconius sara,
Heliothis subflexa,
Heloderma suspectum cinctum,
Helicosporidium sp. subsp. Simulium jonesii,
Hellenia speciosa,
Heloderma suspectum suspectum,
Heloderma suspectum,
Heliocidaris tuberculata,
Helianthus tuberosus,
Heliosciurus undulatus,
Helmitheros vermivorum,
Heliothis virescens,
Heliangelus viola,
Helicoverpa zea,
Hemitrygon akajei,
Hemitripterus americanus,
Hemiselmis andersenii,
Hemimysis anomala,
Hemichloris antarctica,
Hemiechinus auritus,
Hemiramphus brasiliensis,
Hemigalus derbyanus,
Hemaris diffinis,
Hemerophila diva,
Hemileuca eglanterina,
Hemileuca electra,
Hemichaena fruticosa,
Hemaris fuciformis,
Hemimyzon formosanus,
Hemidactylus frenatus,
Hemerocallis fulva,
Hemorrhois hippocrepis,
Hemitragus hylocrius,
Hemitragus jemlahicus,
Hemitriakis japanica,
Hemitrygon laosensis,
Hemerocallis lilioasphodelus,
Hemidactylus mabouia,
Hemibagrus macropterus,
Hemimysis margalefi,
Hemileuca maia,
Hemigrammus marginatus,
Hemileuca nevadensis,
Hemiphaga novaeseelandiae,
Hemigrapsus nudus,
Hemigrapsus oregonensis,
Hemitaurichthys polylepis,
Hemicentrotus pulcherrimus,
Hemorrhois ravergieri,
Hemiorchis rhodorrhachis,
Hemigrapsus sanguineus,
Hematodinium sp.,
Hemimyzon taitungensis,
Hemaris thysbe,
Hemiselmis virescens,
Hemitaurichthys zoster,
Heniochus acuminatus,
Henicophaps albifrons,
Heniochus chrysostomus,
Hendra virus (isolate Horse/Autralia/Hendra/1994),
Henricia leviuscula,
Hentzia mitrata,
Henrardia persica,
Heniochus pleurotaenia,
Henosepilachna pustulosa,
Henricia sanguinolenta,
Heniochus varius,
Henosepilachna vigintioctomaculata,
Hephaestus fuliginosus,
Hepialus humuli,
Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95),
Herminiimonas arsenicoxydans,
Heremites auratus,
Herpetosiphon aurantiacus,
Herpetotheres cachinnans,
Hericium coralloides,
Herichthys carpintis,
Hermissenda crassicornis,
Hermodice carunculata,
Herichthys cyanoguttatus,
Herpestes edwardsi,
Heros efasciatus,
Hericium erinaceus,
Hercinothrips femoralis,
Hermeuptychia hermes,
Herbinix hemicellulosilytica,
Herpestes ichneumon,
Hermetia illucens,
Herpestes javanicus,
Herichthys labridens,
Herpolitha limax,
Herpetomonas megaseliae,
Herichthys minckleyi,
Heriaeus mellotteei,
Heracleum mantegazzianum,
Herdmania momus,
Herennia multipuncta,
Herpetomonas muscarum,
Heracleum maximum,
Herpestes naso,
Hernandia nymphaeifolia,
Herichthys pantostictus,
Hererolandia pearsonii,
Herbaspirillum sp. (strain BH-1),
Herbaspirillum seropedicae,
Hermeuptychia sosybius,
Herpele squalostoma,
Herbaspirillum seropedicae (strain SmR1),
Herichthys steindachneri,
Herichthys tamasopoensis,
Herpetogramma thestealis,
Hesperocyparis arizonica,
Hesiolyra bergi,
Hesperophylax designatus,
Hesperiphona vespertina,
Hesperotettix viridis,
Hesperoyucca whipplei,
Heterosigma akashiwo (strain NIES-293 / 8280G21-1),
Heterosigma akashiwo (strain CCMP452 / OLISTH),
Heteronychus arator,
Heterosigma akashiwo,
Heteromyias albispecularis,
Hetaerina americana,
Heterobasidion annosum,
Heteromys anomalus,
Heteromorpha arborescens,
Heterodera avenae,
Heterorhabditis bacteriophora,
Heterixalus betsileo,
Heterololigo bleekeri,
Heterohyrax brucei,
Heteractis crispa,
Heteromys desmarestianus,
Heteropteryx dilatata,
Heteranthera dubia,
Heteromastus filiformis,
Heteropneustes fossilis,
Heterodontus francisci,
Heteroxenia fuscescens,
Heterocephalus glaber,
Heteranthera gardneri,
Heterocarpus gibbosus,
Heterodera glycines,
Heteroctenus garridoi,
Heteromys gaumeri,
Heteroconger hassi,
Heterodactyla hemprichii,
Heterobasidion irregulare (strain TC 32-1),
Heterometrus laoticus,
Heteranthera limosa,
Heterocentrotus mammillatus,
Heteroscodra maculata,
Heterorhabditis megidis,
Heteractis magnifica,
Heteronympha merope,
Heteropterus morpheus,
Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500),
